Token,Chapter_Category,Word_Count,Token_Type,Has_Handshape_Analysis,Handshapes,Sign_Description
PITO,Food,1,Single word,Yes,"""P"" hand","Place the ""P"" hand against the cheek and rotate in a backward motion."
PLACE,Travel and Directions,1,Single word,No,,"Touch the fingertips of both ‘P"" hands together then curve them backward into the same position."
PLAITING,Festivals and Holidays,1,Single word,No,,Lift your right hand up and back to yourself then repeat with the opposite hand.
PLAN,Activities,1,Single word,Yes,"""P"" hand","Place both ""P"" hands in front of the body and bounce them slightly to the right."
PLANET,Science and Nature,1,Single word,Yes,"""P"" hand","With both ""P"" hands, circle the right hand around the left."
PLANTAIN,Food,1,Single word,Yes,"""A"" hand","Starting at your wrist, draw the thumb of the ""A"" hand up your forearm."
PLATE,Food,1,Single word,Yes,Flat hand,Place the fingertips of both flat hands together in front you and draw back in a flat circular motion.
PLAY,Sports and Games,1,Single word,Yes,"""Y"" hand","Hold both ""Y"" hands in front of the chest and shake them at the wrists a few times."
PLEASE,Education and Communication,1,Single word,Yes,Flat hand,Place your flat right hand on your chest and rotate in a circle.
PNC,Politics,1,Single word,No,,"Sign the letters ""P"" ""N"" ""C"" while slightly moving the hand to the right."
POISION,Health,1,Single word,Yes,"""P"" hand","Touch the fingertip of the ""P"" hand to your plam and wiggle the hand."
POLICE,Politics,1,Single word,Yes,"""3"" hand; Clawed hand","Tap the left shoulder with the clawed ""3"" hand."
POLITICAL PARTY,Politics,2,Multi-word phrase,Yes,"""P"" hand; Little finger (I); Middle finger (8)","Place both ""P"" hands together at the middle fingertips and twist forward, bringing the little fingers together."
POOR,Opposites and Questions,1,Single word,Yes,AND hand (flat O),"Grasp your left elbow in the right hand then pull the hand down into the ""AND"" hand."
POSITIVE,Opposites and Questions,1,Single word,Yes,Index finger (1),Cross the right index finger horizontally over the left vertical index finger.
POSTER,Education and Communication,1,Single word,Yes,"""A"" hand","Place both ""A"" hand thumbs together at the mouth and trace your hands in opposite right angles."
POSTPONE,Time,1,Single word,Yes,"""F"" hand","With both ""F"" hands in front of you, slightly lift upward and forward."
POTATO,Food,1,Single word,Yes,"""N"" hand","Swing the ""N"" hand fingers over the left wrsit."
POWER,Health,1,Single word,Yes,"""S"" hand","Place both ""S"" hands at shoulder level then repeat on the other side."
PPP,Politics,1,Single word,No,,"Sign the letters ""P"" ""P"" ""P"" while slightly moving the hand to the right."
PRACTICE,Education and Communication,1,Single word,Yes,"""P"" hand; Middle finger (8)","Slide the middle fingers of both ""P"" hands back and forth against each other."
PRAY,Religion,1,Single word,Yes,Flat hand,Place both flat hands together in front of your mouth.
PREACH,Religion,1,Single word,Yes,"""F"" hand","Point both ""F"" hands forward at the level of your head."
PREACHER,Religion,1,Single word,Yes,"""F"" hand; Flat hand","Point both ""F"" hands forward at the level of your head then draw both flat hands down your abdomen."
PREGNANT,Health,1,Single word,Yes,"""P"" hand","Draw the right ""P"" hand from your shoulder to the wrist."
PRESBYTERIAN,Religion,1,Single word,Yes,"""P"" hand","Using the ""P"" hand, encircle the upturned palm then place your fingertip in the left palm."
PRESENT TENSE,Grammar and Parts of Speech,2,Multi-word phrase,Yes,"""Y"" hand","Drop the ""Y"" hands together in front of the body."
PRESIDENT,Politics,1,Single word,Yes,"""O"" hand","Place the ""O"" hands against your forehead on both sides then pull the hands upward and close into fists."
PRESSURE,Ideas and Mental Action,1,Single word,Yes,Fist / closed hand; Flat hand,Place the right flat hand onto the left fist and slightly push down.
PREVENT,Activities,1,Single word,Yes,Flat hand; Little finger (I),Bring the little finger edge of the right flat hand against the flat left hand.
PRIEST,Religion,1,Single word,Yes,"""H"" hand","Slide the ""H"" hand back and forth across your throat."
PRIMARY,Education and Communication,1,Single word,Yes,"""P"" hand","Tap the middle finger of the ""P"" hand into the left palm a few times."
PRINTER,Technology,1,Single word,Yes,Flat hand,Place the right flat hand under the left hand and draw backwards.
PRISON,Politics,1,Single word,Yes,Open hand,Drop the right open hand to the left wrist while closing all fingers.
PROBLEM,Ideas and Mental Action,1,Single word,Yes,"""V"" hand; Clawed hand","Knock the knuckles of both clawed ""V"" hands together."
PROCESS,Education and Communication,1,Single word,Yes,Flat hand,Alternate bringing one flat hand up and over the other in a forward motion.
PROFESSIONAL,Education and Communication,1,Single word,Yes,"""B"" hand; ""P"" hand","Slide the middle finger of the right ""P"" hand forward over the top of the left ""B"" hand."
PROFIT,Money,1,Single word,Yes,"""F"" hand; Index finger (1); Pinch (thumb + index)","Move the right ""F"" hand down slightly over your heart with thumb and index finger facing downward."
PROGRAM,Education and Communication,1,Single word,Yes,"""P"" hand","Press ""P"" hand into the left palm then the ""P"" hand to the back of the left hand."
PROJECT,Education and Communication,1,Single word,Yes,"""J"" hand; ""P"" hand","Press ""P"" hand into the left palm then lift the ""J"" hand to the back of the left hand."
PROMISE,Ideas and Mental Action,1,Single word,Yes,Fist / closed hand; Flat hand; Middle finger (8),Touch the right middle finger to your lips then tap the left fist with a flat hand.
PRONOUN,Grammar and Parts of Speech,1,Single word,Yes,"""P"" hand","Place the middle finger of the ""P"" hand under the chin and move it forward."
PROSTITUTE,Health,1,Single word,Yes,"""P"" hand","Tap the horizontal ""P"" hand to the side twice."
PROTECT,Activities,1,Single word,Yes,"""S"" hand","Firmly place the right ""S"" hand against the left ""S"" hand."
PROUD,Emotions and Character,1,Single word,Yes,"""A"" hand","Pull the right ""A"" hand up from your waist to your chest with the thumb turned inward."
PROVERBS,Religion,1,Single word,Yes,"""P"" hand","Pull the ""P"" hand down your forehead."
PULL,Activities,1,Single word,Yes,"""A"" hand","Place one modified ""A"" hand slightly in front of the other then move both hands together into the body."
PUNCTUATION,Grammar and Parts of Speech,1,Single word,Yes,Index finger (1); Pinch (thumb + index),"With the index finger and thumb touching at the tips, make a point in the air in front of the body."
PUNISH,Activities,1,Single word,Yes,Index finger (1),Strike your left elbow with the right index finger.
PURPLE,Colours,1,Single word,Yes,"""P"" hand","Place the index finger of the ""P"" hand on your temple and rotate your hand at the wrist."
PURPOSE,Ideas and Mental Action,1,Single word,Yes,"""P"" hand","Circle the ""P"" hand against your temple."
PURSE,Home and Clothing,1,Single word,Yes,"""S"" hand","Place the ""S"" hand at the top of the shoulder then move the hand down to your hip."
PUSH,Activities,1,Single word,Yes,Open hand,Move both open hands forward from the body.
PUT,Activities,1,Single word,Yes,AND hand (flat O),"Move both ""AND"" hands simultaneously from left to right across the body."
QARAN,Religion,1,Single word,Yes,"""Q"" hand","Move the ""Q"" hand from your fingertips to your palm."
QUALIFICATION,Education and Communication,1,Single word,Yes,"""Q"" hand","Place the ""Q"" hand over the left shoulder then rotate it back to your heart while closing the fingers together."
QUEEN MOTHER,Travel and Directions,2,Multi-word phrase,Yes,"""Q"" hand; Open hand","1. Move the ""Q"" hand from shoulder to your waist 2. Place the open hand thumb against your chin."
QUESTION MARK,Grammar and Parts of Speech,2,Multi-word phrase,Yes,Index finger (1),Use the index finger to draw a question mark in the air in front of the body.
QUIET,Emotions and Character,1,Single word,Yes,Index finger (1),Place the right index finger against your mouth.
QUIT,Opposites and Questions,1,Single word,Yes,"""H"" hand","Move the right ""H"" hand up and out of the grasp of the left hand."
QUOTATION MARKS,Grammar and Parts of Speech,2,Multi-word phrase,Yes,"""V"" hand","Hold both curved ""V"" hands to the front with palms facing forward and twist them slightly."
RABBIT,Animals,1,Single word,Yes,"""H"" hand","Cross the ""H"" hands and place them at your ears then bend the fingers back and forth."
RACE,Sports and Games,1,Single word,Yes,"""A"" hand","With knuckles touching, shake both ""A"" hands at the wrists as one follows the other forward."
RADIO,Education and Communication,1,Single word,Yes,"""R"" hand","Swing the ""R"" hand back and forth at your ear."
RAIN,Science and Nature,1,Single word,Yes,"""R"" hand","Place both ""R"" hands above your head and drop the fingers down a few times."
RAINBOW,Science and Nature,1,Single word,No,,1. Wiggle fingers as you pull your hand down the face. 2. Sweep your arm over your head in an arc.
RASTA,"Family, People, and Pronouns",1,Single word,Yes,"""R"" hand","Wave the ""R"" hand down the side of the face."
RAT,Animals,1,Single word,Yes,"""R"" hand","Brush across the tip of the nose with the ""R"" fingers."
READ,Education and Communication,1,Single word,Yes,"""R"" hand","Fan the right ""R"" hand up and down over the left palm."
REAL MADRID,Sports and Games,2,Multi-word phrase,Yes,"""R"" hand","Move the right ""R"" hand forward from your lips."
REASON,Ideas and Mental Action,1,Single word,Yes,"""R"" hand","Circle the ""R"" hand against your temple."
RECEIVE,Activities,1,Single word,Yes,"""S"" hand; Open hand","With the right open hand above the left, bring both hands back while forming ""S"" hands."
RECENTLY,Time,1,Single word,Yes,"""X"" hand; Index finger (1)","Place the ""X"" hand next to your ear facing back and pull your index finger down."
RED,Colours,1,Single word,Yes,"""R"" hand","Move the ""R"" hand down your lips."
REDUCE,Money,1,Single word,Yes,Flat hand,"With the left palm facing right, lower the right flat hand from the left palm downward."
REFEREE,Sports and Games,1,Single word,Yes,"""U"" hand","Bring the right curved ""U"" hand to your mouth."
REFRIGERATOR,Home and Clothing,1,Single word,No,,Shake both hands at the side of the body with fists clenched.
REFUSE,Ideas and Mental Action,1,Single word,Yes,"""A"" hand","Place your ""A"" hand at your waist with the thumb upward and draw the arm over your right shoulder."
REFUSING,Idiomatic Expressions,1,Single word,Yes,Index finger (1),Rotate your index fingers from downward to upward while you accentuate the movement with your elbows.
REGION,Travel and Directions,1,Single word,Yes,"""R"" hand","Slide the ""R"" hand across your left thumb."
REJECTED,Idiomatic Expressions,1,Single word,Yes,Flat hand,Slide the right flat hand across the left hand.
RELATIONSHIP,"Family, People, and Pronouns",1,Single word,Yes,"""R"" hand","Place the fingertips of ""R"" hands together and rotate each hand."
RELAX,Activities,1,Single word,Yes,"""R"" hand","Cross both arms and rest them on opposite shoulders then brush the ""R"" hand fingertips down the shoulders."
RELEVIED,Idiomatic Expressions,1,Single word,No,,Place your right hand against your chest with thumb turned down and press all fingers together.
REMEMBER,Ideas and Mental Action,1,Single word,Yes,"""A"" hand","Pull the right ""A"" hand from the forehead to meet the other ""A"" hand at your waist by touching thumbs."
REMIND,Ideas and Mental Action,1,Single word,Yes,Bent hand; Fist / closed hand,Place the right bent hand on your right shoulder and pull back into a fist.
REPENT,Religion,1,Single word,Yes,"""R"" hand","Blace both ""R"" hands together at the wrist, then rotate hands and switch their positions."
REPRESENTATION,Politics,1,Single word,Yes,"""R"" hand","Place the ""R"" fingertips in the left palm and pull both hands upward."
RESPECT,Emotions and Character,1,Single word,Yes,"""R"" hand","Place the right ""R"" hand against your forehead and the left pointed outward, then curve both hands forward."
RESPONSIBLE,Emotions and Character,1,Single word,Yes,"""R"" hand","Tap your left shoulder with both ""R"" hands."
RESTAURANT,Food,1,Single word,Yes,"""R"" hand","Place the ""R"" hand fingers on the right side of the mouth then the left."
RESULT,Education and Communication,1,Single word,Yes,"""R"" hand","Wave both ""R"" hands down from your shoulders."
REVISE,Education and Communication,1,Single word,Yes,"""R"" hand","Slide the fingers of both ""R"" hands back and forth against each other."
RHINOCEROUS,Animals,1,Single word,Yes,"""I"" hand; Little finger (I)","Rest the ""I"" hand on the nose with the little finger facing forward."
RICE,Food,1,Single word,Yes,"""Q"" hand; Index finger (1)","Place the ""Q"" hand at the left index finger and flick the right index finger down a few times."
RICE BALL,Food,2,Multi-word phrase,Yes,Index finger (1); Open hand,1. Flick the right index finger against the left finger. 2. Form both open hands into a ball shape.
